% Model,Test Plate Transmission.mph
% Version,COMSOL 4.4.0.195
% Date,"Nov 20 2015, 12:05"
% Dimension,1
% Nodes,1001
% Expressions,1
% Description,Point graph
% Parameter,Height
24575,0.023725036816683094
24600,0.02413411194320372
24624.999999999996,0.024026060192621115
24650,0.023403322343261247
24675,0.022279360375484666
24700,0.020678380611160986
24725,0.01863482507257377
24749.999999999996,0.016192640062492818
24775,0.013404336242897089
24800,0.010329859657782926
24825,0.007035297986407731
24850,0.0035914506230184232
24874.999999999996,7.229476677612481E-5
24900,-0.0034466176043682047
24925,-0.006889795312053174
24950,-0.010183438934498907
24974.999999999996,-0.013257030419890693
24999.999999999996,-0.01604484610895649
