% Model,End Plate Thickness Damping.mph
% Version,COMSOL 4.4.0.195
% Date,"Nov 19 2015, 23:27"
% Dimension,1
% Nodes,1001
% Expressions,1
% Description,Point graph
% X,Height
0,0.41399573698319597
24.999999999999996,0.41399573698319597
49.99999999999999,0.21936528411922168
75,-0.01695294543538739
99.99999999999999,-0.04358039340929587
125,-0.05892841672047411
150,-0.1400318265924852
175,-0.23782909216204887
199.99999999999997,-0.28203233943755057
225,-0.23932227418204013
250,-0.1312271200942008
274.99999999999994,-0.007168983823957142
300,0.0918548611431646
325,0.14576912086260757
350,0.14959883910195798
375,0.10840110938486587
399.99999999999994,0.03750265050508917
425,-0.03901894058079298
450,-0.09548823573759774
475,-0.11385129210661729
500,-0.08960395771190507
525,-0.03221911841010655
549.9999999999999,0.03897732193766429
575,0.10142412021381979
600,0.13638154385264722
625,0.1344783223084266
650,0.09812535718964961
674.9999999999999,0.04010348304590822
700,-0.021042426893922717
725,-0.06710012691481615
750,-0.08572991159962536
775,-0.07379261301859118
799.9999999999999,-0.0376513768231045
825,0.009407095241080243
850,0.051664527887886016
874.9999999999999,0.07591371503058114
900,0.07533709486484719
924.9999999999999,0.05120472804207421
950,0.011996146708987104
975,-0.02963786801908816
1000,-0.061013665154961025
1024.9999999999998,-0.09392449700459378
1050,-0.0749744503187001
1075,-0.03661280249351992
1099.9999999999998,-5.714754759372082E-4
1125,0.03195230731956718
1150,0.05536207245292503
1175,0.06220141475729281
1200,0.04962008071296549
1225,0.02170572764780157
1250,-0.011712848801307615
1274.9999999999998,-0.039281747707064
1300,-0.05266395567015871
1325,-0.04892850881461127
1349.9999999999998,-0.030580917397615082
1375,-0.0041765730000539875
1400,0.021818319661156944
1424.9999999999998,0.03954767067030632
1450,0.04409378944401812
1475,0.034860796835272684
1500,0.015529102693055736
1524.9999999999998,-0.007345000643742536
1550,-0.02653371579968854
1575,-0.036395126282433174
1599.9999999999998,-0.03449571945456752
1625,-0.022153572648135555
1650,-0.003803228497444709
1674.9999999999998,0.014556457969084424
1700,0.027300665936083428
1725,0.030881014491961546
1749.9999999999998,0.024781502345041534
1774.9999999999998,0.011482668536103129
1800,-0.0044893806612995996
1825,-0.018078004834607704
1849.9999999999998,-0.025276001441776698
1875,-0.024284401709327132
1900,-0.01592321699865317
1924.9999999999998,-0.003215726236018762
1950,0.009674995771088712
1974.9999999999998,0.018791683743610368
2000,0.0215812575403172
2025,0.017588237598331845
2049.9999999999995,0.008462354954006112
2075,-0.0026790474080589793
2100,-0.012297981741281407
2124.9999999999995,-0.01754563564252196
2150,-0.017091122143041357
2175,-0.011433121314636927
2199.9999999999995,-0.0026317235053542644
2225,0.00642072936313953
2250,0.012937461020087271
2275,0.0150835500016017
2300,0.01247750750963213
2325,0.006216413217402256
2350,-0.0015530483880873795
2375,-0.00835776967567883
2400,-0.012175759655222895
2425,-0.012026629365444932
2450,-0.008206050230543709
2474.9999999999995,-0.002114832858171087
2500,0.004239515124368178
2525,0.008895527105464764
2549.9999999999995,0.010535266772127674
2575,0.008847151635434779
2600,0.004557849423370756
2624.9999999999995,-8.556394118569843E-4
2650,-0.005665406678776757
2675,-0.008437357208994599
2699.9999999999995,-0.008451636745552733
2725,-0.005877919922282497
2750,-0.001667365216384567
2774.9999999999995,0.0027878248958634593
2800,0.006108379047145017
2825,0.0073493485058110635
2849.9999999999995,0.006261980694103058
2875,0.0033259702534136175
2900,-4.433089863945458E-4
2925,-0.0038393977169570333
2950,-0.005846115879093044
2975,-0.0059366409945913
3000,-0.004203936971950916
3025,-0.0012932396026468264
3049.9999999999995,0.0018302570235610577
